name,ranking,tag_lst,key_major_count,graduate_program_count,doctoral_program_count,is_211,is_985,location_province,location_city,university_type,latitude,longitude
湖北开放职业学院,,"['武汉市', '湖北省教育厅', '工科院校']",0,,,False,False,湖北省,武汉市,工科院校,23.087955698235312,113.30709326471913
武汉工商学院,,"['武汉市', '湖北省教育厅', '财经院校']",0,,,False,False,湖北省,武汉市,财经院校,30.46475657239903,114.28063403160807
黄河交通学院,,"['焦作市', '河南省教育厅', '工科院校']",0,,,False,False,河南省,焦作市,工科院校,30.69436497776325,103.82260170819269
扬州工业职业技术学院,,"['扬州市', '江苏省教育厅', '工科院校']",0,,,False,False,江苏省,扬州市,工科院校,32.342028388645765,119.40458150629111
四川中医药高等专科学校,,"['绵阳市', '四川省教育厅', '医药院校']",0,,,False,False,四川省,绵阳市,医药院校,30.608293840569402,103.93717563531006
朝阳师范高等专科学校,,"['朝阳市', '辽宁省教育厅', '师范院校']",0,,,False,False,辽宁省,朝阳市,师范院校,41.536082935228386,120.43601203013411
昭通学院,,"['昭通市', '云南省教育厅', '师范院校']",0,,,False,False,云南省,昭通市,师范院校,27.364204492642894,103.7465194421745
安徽警官职业学院,,"['合肥市', '安徽省教育厅', '政法院校']",0,,,False,False,安徽省,合肥市,政法院校,31.877569001499356,117.25424903753763
河南检察职业学院,,"['郑州市', '河南省教育厅', '政法院校']",0,,,False,False,河南省,郑州市,政法院校,34.740396071091155,101.62247338027404
遵义医药高等专科学校,,"['遵义市', '贵州省教育厅', '医药院校']",0,,,False,False,贵州省,遵义市,医药院校,27.73284324981687,107.08134920104207
曲靖师范学院,,"['曲靖市', '云南省教育厅', '师范院校']",0,,,False,False,云南省,曲靖市,师范院校,25.52815325374422,103.75524396494562
淮南职业技术学院,,"['淮南市', '安徽省教育厅', '工科院校']",0,,,False,False,安徽省,淮南市,工科院校,32.627693065767644,117.01933702633698
天津轻工职业技术学院,,"['天津市', '天津市教育委员会', '综合院校']",0,,,False,False,天津市,天津市,综合院校,39.02896707329416,117.37951396802092
武汉外语外事职业学院,,"['武汉市', '湖北省教育厅', '语言院校']",0,,,False,False,湖北省,武汉市,语言院校,30.590250923980285,114.43351296329863
商丘工学院,,"['商丘市', '河南省教育厅', '工科院校']",0,,,False,False,河南省,商丘市,工科院校,34.42478101910617,115.69269097291688
曲靖医学高等专科学校,,"['曲靖市', '云南省教育厅', '医药院校']",0,,,False,False,云南省,曲靖市,医药院校,25.52656541785581,103.75036850162238
普洱学院,,"['普洱市', '云南省教育厅', '师范院校']",0,,,False,False,云南省,普洱市,师范院校,22.774454510489527,101.0058941643901
呼和浩特民族学院,,"['呼和浩特市', '内蒙古自治区教育厅', '综合院校']",0,,,False,False,内蒙古省,呼和浩特市,综合院校,40.84891729291665,111.66288455006729
北京科技经营管理学院,,"['北京市', '北京市教育委员会', '财经院校']",0,,,False,False,北京市,北京市,财经院校,40.15003604310289,116.29655996385597
长江大学工程技术学院,,"['荆州市', '湖北省教育厅', '工科院校']",0,,,False,False,湖北省,荆州市,工科院校,30.347984659176717,114.32428790650985
河南大学民生学院,,"['开封市', '河南省教育厅', '财经院校']",0,,,False,False,河南省,开封市,财经院校,34.81767680838335,114.37567960541348
云南机电职业技术学院,,"['昆明市', '云南省教育厅', '工科院校']",0,,,False,False,云南省,昆明市,工科院校,25.152037523608385,102.73856137214852
保山学院,,"['保山市', '云南省教育厅', '综合院校']",0,,,False,False,云南省,保山市,综合院校,25.140959285886,99.1679902865114
贵州交通职业技术学院,,"['贵阳市', '贵州省教育厅', '工科院校']",0,,,False,False,贵州省,贵阳市,工科院校,26.594816800612957,106.64922571357903
新疆警察学院,,"['乌鲁木齐市', '新疆维吾尔自治区教育厅', '政法院校']",0,,,False,False,新疆省,乌鲁木齐市,政法院校,36.65186219609679,117.00542541805672
武昌职业学院,,"['武汉市', '湖北省教育厅', '工科院校']",0,,,False,False,湖北省,武汉市,工科院校,30.559566983522483,114.32254851755089
长江大学文理学院,,"['荆州市', '湖北省教育厅', '工科院校']",0,,,False,False,湖北省,荆州市,工科院校,30.35553399144913,112.1930690434144
河南师范大学新联学院,,"['郑州市', '河南省教育厅', '师范院校']",0,,,False,False,河南省,郑州市,师范院校,34.78517169337186,113.85590216106061
云南林业职业技术学院,,"['昆明市', '云南省教育厅', '林业院校']",0,,,False,False,云南省,昆明市,林业院校,25.10016640041685,102.77996759682013
保山中医药高等专科学校,,"['保山市', '云南省教育厅', '医药院校']",0,,,False,False,云南省,保山市,医药院校,25.090268496750557,99.23060379748608
中国刑事警察学院,,"['沈阳市', '公安部', '政法院校']",0,,,False,False,辽宁省,沈阳市,政法院校,41.84990673495167,123.38813265131257
红河学院,,"['红河哈尼族彝族自治州', '云南省教育厅', '综合院校']",0,,,False,False,云南省,红河哈尼族彝族自治州,综合院校,23.35614800772453,103.42981303134239
贵州航天职业技术学院,,"['遵义市', '贵州省教育厅', '工科院校']",0,,,False,False,贵州省,遵义市,工科院校,27.718939011620524,107.17244797972876
铁道警察学院,,"['郑州市', '公安部', '政法院校']",0,,,False,False,河南省,郑州市,政法院校,30.643360481247456,104.04820413024068
武汉商贸职业学院,,"['武汉市', '湖北省教育厅', '财经院校']",0,,,False,False,湖北省,武汉市,财经院校,30.442732910507146,114.46783398293505
湖北商贸学院,,"['武汉市', '湖北省教育厅', '财经院校']",0,,,False,False,湖北省,武汉市,财经院校,29.900819959049517,114.3702049574452
信阳学院,,"['信阳市', '河南省教育厅', '师范院校']",0,,,False,False,河南省,信阳市,师范院校,32.149386057797905,114.04399898060873
云南城市建设职业学院,,"['昆明市', '云南省教育厅', '综合院校']",0,,,False,False,云南省,昆明市,综合院校,22.536472468017156,113.99725042847999
丽江师范高等专科学校,,"['丽江市', '云南省教育厅', '师范院校']",0,,,False,False,云南省,丽江市,师范院校,26.89280321412402,100.28999677489372
广东职业技术学院,,"['佛山市', '广东省教育厅', '工科院校']",0,,,False,False,广东省,佛山市,工科院校,22.987678432503284,113.1243566342094
福建师范大学闽南科技学院,,"['泉州市', '福建省教育厅', '工科院校']",0,,,False,False,福建省,泉州市,工科院校,26.031684737203204,119.21746687751809
湖北汽车工业学院科技学院,,"['十堰市', '湖北省教育厅', '工科院校']",0,,,False,False,湖北省,十堰市,工科院校,32.658008100009354,110.74317798928072
马鞍山师范高等专科学校,,"['马鞍山市', '安徽省教育厅', '师范院校']",0,,,False,False,安徽省,马鞍山市,师范院校,31.66130395861402,118.50279703873412
德宏师范高等专科学校,,"['德宏傣族景颇族自治州', '云南省教育厅', '师范院校']",0,,,False,False,云南省,德宏傣族景颇族自治州,师范院校,24.42801586603358,98.59051539808777
拉萨师范高等专科学校,,"['拉萨市', '西藏自治区教育厅', '师范院校']",0,,,False,False,西藏省,拉萨市,师范院校,29.694584930817193,91.12903460748352
荆州职业技术学院,,"['荆州市', '湖北省教育厅', '工科院校']",0,,,False,False,湖北省,荆州市,工科院校,30.338305762891057,112.20769678084721
福建农林大学东方学院,,"['福州市', '福建省教育厅', '工科院校']",0,,,False,False,福建省,福州市,工科院校,19.10110473128863,108.65856652679174
湖北医药学院药护学院,,"['十堰市', '湖北省教育厅', '医药院校']",0,,,False,False,湖北省,十堰市,医药院校,23.087955698235312,113.30709326471913
新乡医学院三全学院,,"['新乡市', '河南省教育厅', '医药院校']",0,,,False,False,河南省,新乡市,医药院校,34.76567356647041,113.70580887475649
大庆医学高等专科学校,,"['大庆市', '黑龙江省教育厅', '医药院校']",0,,,False,False,黑龙江省,大庆市,医药院校,46.607892474227,125.05565500384539
鲁迅美术学院,,"['沈阳市', '辽宁省教育厅', '艺术院校']",0,,,False,False,辽宁省,沈阳市,艺术院校,41.78269591119816,123.43688099642254
克拉玛依职业技术学院,,"['克拉玛依市', '新疆维吾尔自治区教育厅', '工科院校']",0,,,False,False,新疆省,克拉玛依市,工科院校,45.555609045424895,84.93349713972327
武汉工程职业技术学院,,"['武汉市', '湖北省教育厅', '工科院校']",0,,,False,False,湖北省,武汉市,工科院校,30.718568661572167,114.55348274212278
湖北民族学院科技学院,,"['恩施土家族苗族自治州', '湖北省教育厅', '工科院校']",0,,,False,False,湖北省,恩施土家族苗族自治州,工科院校,31.39240791285877,121.26462403423979
河南科技学院新科学院,,"['新乡市', '河南省教育厅', '工科院校']",0,,,False,False,河南省,新乡市,工科院校,35.28610905673608,113.94523361351705
福州外语外贸学院,,"['福州市', '福建省教育厅', '财经院校']",0,,,False,False,福建省,福州市,财经院校,25.928821648526274,119.50635258705428
抚顺师范高等专科学校,,"['抚顺市', '辽宁省教育厅', '师范院校']",0,,,False,False,辽宁省,抚顺市,师范院校,41.79354585522509,123.70188103203549
湖北经济学院法商学院,,"['武汉市', '湖北省教育厅', '财经院校']",0,,,False,False,湖北省,武汉市,财经院校,30.42424996176518,114.44272104392866
郑州工商学院,,"['郑州市', '河南省教育厅', '工科院校']",0,,,False,False,河南省,郑州市,工科院校,34.797940260089995,113.89641412261068
福建江夏学院,,"['福州市', '福建省教育厅', '财经院校']",0,,,False,False,福建省,福州市,财经院校,39.22902269084472,117.14228756250436
锦州师范高等专科学校,,"['锦州市', '辽宁省教育厅', '师范院校']",0,,,False,False,辽宁省,锦州市,师范院校,41.1478909666864,121.16310203702963
西藏警官高等专科学校,,"['拉萨市', '西藏自治区教育厅', '政法院校']",0,,,False,False,西藏省,拉萨市,政法院校,38.97071759397531,121.33579049165678
南京晓庄学院,,"['南京市', '江苏省教育厅', '师范院校']",0,,,False,False,江苏省,南京市,师范院校,31.89902899116753,118.9082108492895
天津滨海职业学院,,"['天津市', '天津市教育委员会', '综合院校']",0,,,False,False,天津市,天津市,综合院校,39.07388712837977,117.6496080246893
仙桃职业学院,,"['仙桃市', '湖北省教育厅', '工科院校']",0,,,False,False,湖北省,仙桃市,工科院校,30.343415864979995,113.43328409320866
中原工学院信息商务学院,,"['郑州市', '河南省教育厅', '财经院校']",0,,,False,False,河南省,郑州市,财经院校,34.75197728224874,113.59614409742058
闽北职业技术学院,,"['南平市', '福建省教育厅', '综合院校']",0,,,False,False,福建省,南平市,综合院校,25.99673685489284,119.46289481225968
营口职业技术学院,,"['营口市', '辽宁省教育厅', '综合院校']",0,,,False,False,辽宁省,营口市,综合院校,40.60572898124715,122.24589398688057
广东建设职业技术学院,,"['广州市', '广东省教育厅', '工科院校']",0,,,False,False,广东省,广州市,工科院校,22.53581126769833,113.99743053873469
福州黎明职业技术学院,,"['福州市', '福建省教育厅', '财经院校']",0,,,False,False,福建省,福州市,财经院校,26.084456594771655,119.28484248566072
铁岭师范高等专科学校,,"['铁岭市', '辽宁省教育厅', '师范院校']",0,,,False,False,辽宁省,铁岭市,师范院校,42.256827301233514,123.75306612067182
潍坊医学院,,"['潍坊市', '山东省教育厅', '医药院校']",0,50,,False,False,山东省,潍坊市,医药院校,36.710994872730765,119.13886632966167
广东女子职业技术学院,,"['广州市', '广东省教育厅', '综合院校']",0,,,False,False,广东省,广州市,综合院校,22.963386990812968,113.47345800782328
西北师范大学知行学院,,"['兰州市', '甘肃省教育厅', '师范院校']",0,,,False,False,甘肃省,兰州市,师范院校,36.10382278635321,103.74489172394937
泉州信息工程学院,,"['泉州市', '福建省教育厅', '工科院校']",0,,,False,False,福建省,泉州市,工科院校,24.94814760415882,118.59125460332784
天津海运职业学院,,"['天津市', '天津市教育委员会', '综合院校']",0,,,False,False,天津市,天津市,综合院校,31.207074953477427,121.47932084773552
西藏民族大学,,"['咸阳市', '西藏自治区教育厅', '民族院校']",0,31,,False,False,陕西省,咸阳市,民族院校,39.671635060636525,116.10247998045863
江苏理工学院,,"['常州市', '江苏省教育厅', '工科院校']",0,2,,False,False,江苏省,常州市,工科院校,22.536703132123012,113.99907973781991
天津工程职业技术学院,,"['天津市', '天津市教育委员会', '工科院校']",0,,,False,False,天津市,天津市,工科院校,38.729390726458526,117.50505351049861
广东机电职业技术学院,,"['广州市', '广东省教育厅', '工科院校']",0,,,False,False,广东省,广州市,工科院校,23.201241023571963,113.34309600208888
兰州财经大学陇桥学院,,"['兰州市', '甘肃省教育厅', '财经院校']",0,,,False,False,甘肃省,兰州市,财经院校,36.008984989068196,103.97281707421561
厦门演艺职业学院,,"['厦门市', '福建省教育厅', '艺术院校']",0,,,False,False,福建省,厦门市,艺术院校,24.588576043205542,118.27255197799211
湖北轻工职业技术学院,,"['武汉市', '湖北省教育厅', '工科院校']",0,,,False,False,湖北省,武汉市,工科院校,23.087955698235312,113.30709326471913
湖北师范大学文理学院,,"['黄石市', '湖北省教育厅', '师范院校']",0,,,False,False,湖北省,黄石市,师范院校,23.087955698235312,113.30709326471913
兰州财经大学长青学院,,"['兰州市', '甘肃省教育厅', '财经院校']",0,,,False,False,甘肃省,兰州市,财经院校,36.051197754442185,103.92218067058475
商丘职业技术学院,,"['商丘市', '河南省教育厅', '财经院校']",0,,,False,False,河南省,商丘市,财经院校,34.379753996247906,115.66161202769652
宁波大红鹰学院,,"['宁波市', '浙江省教育厅', '工科院校']",0,,,False,False,浙江省,宁波市,工科院校,29.892379999612498,121.48986442194712
湖北文理学院理工学院,,"['襄阳市', '湖北省教育厅', '工科院校']",0,,,False,False,湖北省,襄阳市,工科院校,23.087955698235312,113.30709326471913
湖南安全技术职业学院,,"['长沙市', '湖南省教育厅', '综合院校']",0,,,False,False,湖南省,长沙市,综合院校,22.53625465531624,113.99830081711247
山东医学高等专科学校,,"['临沂市', '山东省教育厅', '医药院校']",0,,,False,False,山东省,临沂市,医药院校,35.144613710670114,118.2941856162546
黑龙江艺术职业学院,,"['哈尔滨市', '黑龙江省教育厅', '艺术院校']",0,,,False,False,黑龙江省,哈尔滨市,艺术院校,45.73404995227802,126.62750001402348
郑州科技学院,,"['郑州市', '河南省教育厅', '工科院校']",0,,,False,False,河南省,郑州市,工科院校,34.71455500926201,113.51581896617661
浙江东方职业技术学院,,"['温州市', '浙江省教育厅', '综合院校']",0,,,False,False,浙江省,温州市,综合院校,27.81158384074112,120.80631905622917
湖北工程学院新技术学院,,"['孝感市', '湖北省教育厅', '工科院校']",0,,,False,False,湖北省,孝感市,工科院校,23.087955698235312,113.30709326471913
兰州交通大学博文学院,,"['兰州市', '甘肃省教育厅', '工科院校']",0,,,False,False,甘肃省,兰州市,工科院校,36.0139472163895,103.97155791938228
泉州经贸职业技术学院,,"['泉州市', '福建省教育厅', '财经院校']",0,,,False,False,福建省,泉州市,财经院校,24.910597008384233,118.5473630368026
广西英华国际职业学院,,"['钦州市', '广西壮族自治区教育厅', '综合院校']",0,,,False,False,广西省,钦州市,综合院校,21.268664996329587,110.32541902206118
济宁医学院,,"['济宁市', '山东省教育厅', '医药院校']",0,2,,False,False,山东省,济宁市,医药院校,35.4369539798032,116.5937620960684
黄冈职业技术学院,,"['黄冈市', '湖北省教育厅', '工科院校']",0,,,False,False,湖北省,黄冈市,工科院校,30.439469323272625,115.00300775491512
郑州工业应用技术学院,,"['郑州市', '河南省教育厅', '工科院校']",0,,,False,False,河南省,郑州市,工科院校,34.41888529876594,113.7637531733721
义乌工商职业技术学院,,"['金华市', '浙江省教育厅', '综合院校']",0,,,False,False,浙江省,金华市,综合院校,29.304078840172266,120.10471568366394
兰州理工大学技术工程学院,,"['兰州市', '甘肃省教育厅', '工科院校']",0,,,False,False,甘肃省,兰州市,工科院校,28.07323000273946,120.61644682573382
菏泽医学专科学校,,"['菏泽市', '山东省教育厅', '医药院校']",0,,,False,False,山东省,菏泽市,医药院校,35.27690630520732,115.48263651246614
长江职业学院,,"['武汉市', '湖北省教育厅', '工科院校']",0,,,False,False,湖北省,武汉市,工科院校,30.502821494197363,114.40248216725361
平顶山工业职业技术学院,,"['平顶山市', '河南省教育厅', '工科院校']",0,,,False,False,河南省,平顶山市,工科院校,33.716828124628414,113.2944540308803
湄洲湾职业技术学院,,"['莆田市', '福建省教育厅', '工科院校']",0,,,False,False,福建省,莆田市,工科院校,25.127549954265245,118.99186840808888
广东岭南职业技术学院,,"['广州市', '广东省教育厅', '综合院校']",0,,,False,False,广东省,广州市,综合院校,23.17467702530699,113.42646001101502
青岛飞洋职业技术学院,,"['青岛市', '山东省教育厅', '综合院校']",0,,,False,False,山东省,青岛市,综合院校,36.323305329645834,120.33190875204103
福州理工学院,,"['福州市', '福建省教育厅', '综合院校']",0,,,False,False,福建省,福州市,综合院校,26.245444811118368,119.47763250228205
陕西工商职业学院,,"['西安市', '陕西省教育厅', '财经院校']",0,,,False,False,陕西省,西安市,财经院校,34.169667375431544,108.87906901194948
江苏工程职业技术学院,,"['南通市', '江苏省教育厅', '工科院校']",0,,,False,False,江苏省,南通市,工科院校,32.01284765389022,120.89413831818445
长春大学,,"['长春市', '吉林省教育厅', '综合院校']",0,14,,False,False,吉林省,长春市,综合院校,43.83701302265064,125.30611642363812
周口职业技术学院,,"['周口市', '河南省教育厅', '工科院校']",0,,,False,False,河南省,周口市,工科院校,33.63731439155618,114.72067177041785
山东英才学院,,"['济南市', '山东省教育厅', '综合院校']",0,,,False,False,山东省,济南市,综合院校,36.69366047722992,117.32840505569182
武威职业学院,,"['武威市', '甘肃省教育厅', '综合院校']",0,,,False,False,甘肃省,武威市,综合院校,37.934725024668104,102.61182404012983
南昌师范高等专科学校,,"['南昌市', '江西省教育厅', '师范院校']",0,,,False,False,江西省,南昌市,师范院校,28.55023343297538,115.92766405350943
陕西电子科技职业学院,,"['西安市', '陕西省教育厅', '工科院校']",0,,,False,False,陕西省,西安市,工科院校,22.537232055797077,113.99822095775265
吉林建筑大学,,"['长春市', '吉林省教育厅', '工科院校']",0,22,,False,False,吉林省,长春市,工科院校,43.84356783457924,126.55563450495482
安徽三联学院,,"['合肥市', '安徽省教育厅', '工科院校']",0,,,False,False,安徽省,合肥市,工科院校,31.760012056358736,117.204383649526
四川机电职业技术学院,,"['攀枝花市', '四川省教育厅', '工科院校']",0,,,False,False,四川省,攀枝花市,工科院校,26.574837005933848,101.76621491727342
东营科技职业学院,,"['东营市', '山东省教育厅', '综合院校']",0,,,False,False,山东省,东营市,综合院校,36.99975897160413,118.52613798029152
湖北艺术职业学院,,"['武汉市', '湖北省教育厅', '艺术院校']",0,,,False,False,湖北省,武汉市,艺术院校,30.516729563090713,114.3782554066328
甘肃交通职业技术学院,,"['兰州市', '甘肃省教育厅', '工科院校']",0,,,False,False,甘肃省,兰州市,工科院校,36.10958689593246,103.7468929689645
江西中医药高等专科学校,,"['抚州市', '江西省教育厅', '医药院校']",0,,,False,False,江西省,抚州市,医药院校,27.97459341562849,116.36440501095333
陕西旅游烹饪职业学院,,"['西安市', '陕西省教育厅', '财经院校']",0,,,False,False,陕西省,西安市,财经院校,34.294695205150454,108.92844527261093
吉林化工学院,,"['吉林市', '吉林省教育厅', '工科院校']",0,121,2,False,False,吉林省,吉林市,工科院校,43.906692998944465,126.62559831095506
德州学院,,"['德州市', '山东省教育厅', '综合院校']",0,,,False,False,山东省,德州市,综合院校,37.47690591550443,116.33947147908432
湖北交通职业技术学院,,"['武汉市', '湖北省教育厅', '工科院校']",0,,,False,False,湖北省,武汉市,工科院校,30.54461081818301,114.25304491346343
山东交通职业学院,,"['潍坊市', '山东省教育厅', '工科院校']",0,,,False,False,山东省,潍坊市,工科院校,36.67637901506253,119.18375654243684
武汉交通职业学院,,"['武汉市', '湖北省教育厅', '工科院校']",0,,,False,False,湖北省,武汉市,工科院校,30.43380894416694,114.27295899916136
滨州学院,,"['滨州市', '山东省教育厅', '综合院校']",0,,,False,False,山东省,滨州市,综合院校,37.39183492143253,117.99321670937775
绵阳职业技术学院,,"['绵阳市', '四川省教育厅', '综合院校']",0,,,False,False,四川省,绵阳市,综合院校,31.496394577701796,104.7945851581324
淄博职业学院,,"['淄博市', '山东省教育厅', '综合院校']",0,,,False,False,山东省,淄博市,综合院校,36.83870297981384,117.93403023390292
咸宁职业技术学院,,"['咸宁市', '湖北省教育厅', '工科院校']",0,,,False,False,湖北省,咸宁市,工科院校,29.832713700095727,114.3212593444614
淄博师范高等专科学校,,"['淄博市', '山东省教育厅', '师范院校']",0,,,False,False,山东省,淄博市,师范院校,36.66673075576263,117.90281276997293
重庆海联职业技术学院,,"['重庆市', '重庆市教育委员会', '综合院校']",0,,,False,False,重庆市,重庆市,综合院校,29.57563599571332,106.44803501332281
山东外贸职业学院,,"['青岛市', '山东省教育厅', '财经院校']",0,,,False,False,山东省,青岛市,财经院校,36.08111553880592,120.39052902555291
长江工程职业技术学院,,"['武汉市', '湖北省教育厅', '工科院校']",0,,,False,False,湖北省,武汉市,工科院校,39.7359272966681,115.55672390007938
广西现代职业技术学院,,"['河池市', '广西壮族自治区教育厅', '综合院校']",0,,,False,False,广西省,河池市,综合院校,31.65540505481647,119.74746382114418
山东中医药高等专科学校,,"['烟台市', '山东省教育厅', '医药院校']",0,,,False,False,山东省,烟台市,医药院校,36.99076624870065,120.72237808264077
长安大学兴华学院,,"['西安市', '陕西省教育厅', '综合院校']",0,,,False,False,陕西省,西安市,综合院校,34.231881889348884,108.967212455369
淮北职业技术学院,,"['淮北市', '安徽省教育厅', '工科院校']",0,,,False,False,安徽省,淮北市,工科院校,33.95209405337608,116.78335396547679
贵州商学院,,"['贵阳市', '贵州省教育厅', '财经院校']",0,,,False,False,贵州省,贵阳市,财经院校,29.28949994143599,120.20557850425757
重庆信息技术职业学院,,"['重庆市', '重庆市教育委员会', '工科院校']",0,,,False,False,重庆市,重庆市,工科院校,30.79380853520325,108.38568611907407
北海职业学院,,"['北海市', '广西壮族自治区教育厅', '综合院校']",0,,,False,False,广西省,北海市,综合院校,21.45234170744563,109.10461815135183
沧州医学高等专科学校,,"['沧州市', '河北省教育厅', '医药院校']",0,,,False,False,河北省,沧州市,医药院校,38.29057103270581,116.81015904257234
武汉设计工程学院,,"['武汉市', '湖北省教育厅', '农业院校']",0,,,False,False,湖北省,武汉市,农业院校,30.408480805113694,114.41603580078815
吉林华桥外国语学院,,"['长春市', '吉林省教育厅', '语言院校']",0,,,False,False,吉林省,长春市,语言院校,43.84356783457924,126.55563450495482
重庆传媒职业学院,,"['重庆市', '重庆市教育委员会', '综合院校']",0,,,False,False,重庆市,重庆市,综合院校,29.86005680658301,106.07920101173052
山东信息职业技术学院,,"['潍坊市', '山东省教育厅', '工科院校']",0,,,False,False,山东省,潍坊市,工科院校,37.08810627536184,119.20658365324255
北海艺术设计学院,,"['北海市', '广西壮族自治区教育厅', '艺术院校']",0,,,False,False,广西省,北海市,艺术院校,21.454792973624574,109.15365997285572
漯河医学高等专科学校,,"['漯河市', '河南省教育厅', '医药院校']",0,,,False,False,河南省,漯河市,医药院校,33.61013952924794,114.10209293692232
泰山学院,,"['泰安市', '山东省教育厅', '综合院校']",0,,,False,False,山东省,泰安市,综合院校,36.22851287187123,117.0457569998604
潮汕职业技术学院,,"['揭阳市', '广东省教育厅', '综合院校']",0,,,False,False,广东省,揭阳市,综合院校,22.73117316273296,113.90504017638617
重庆警察学院,,"['重庆市', '重庆市教育委员会', '政法院校']",0,,,False,False,重庆市,重庆市,政法院校,29.631992759704865,106.32600056915481
南阳医学高等专科学校,,"['南阳市', '河南省教育厅', '医药院校']",0,,,False,False,河南省,南阳市,医药院校,32.9751134047155,112.50239695255326
西南财经大学天府学院,,"['绵阳市', '四川省教育厅', '财经院校']",0,,,False,False,四川省,绵阳市,财经院校,31.49738270822944,104.69306792194146
杨凌职业技术学院,,"['咸阳市', '陕西省教育厅', '农业院校']",0,,,False,False,陕西省,咸阳市,农业院校,34.271006165221515,108.08533964808507
重庆城市管理职业学院,,"['重庆市', '重庆市教育委员会', '综合院校']",0,,,False,False,重庆市,重庆市,综合院校,29.583066269673402,106.31042206517539
青岛港湾职业技术学院,,"['青岛市', '山东省教育厅', '工科院校']",0,,,False,False,山东省,青岛市,工科院校,35.81716502307097,120.02925866640223
桂林山水职业学院,,"['桂林市', '广西壮族自治区教育厅', '综合院校']",0,,,False,False,广西省,桂林市,综合院校,23.029721815895115,113.82223455416487
商丘医学高等专科学校,,"['商丘市', '河南省教育厅', '医药院校']",0,,,False,False,河南省,商丘市,医药院校,34.36129302822707,115.71519801746938
天津大学仁爱学院,,"['天津市', '天津市教育委员会', '综合院校']",0,,,False,False,天津市,天津市,综合院校,39.116464447509756,117.18011493803789
长春中医药大学,,"['长春市', '吉林省教育厅', '医药院校']",0,22,3,False,False,吉林省,长春市,医药院校,43.8354443872256,125.42658934337844
菏泽学院,,"['菏泽市', '山东省教育厅', '综合院校']",0,,,False,False,山东省,菏泽市,综合院校,35.27515158610433,115.47241047203222
重庆工程职业技术学院,,"['重庆市', '重庆市教育委员会', '工科院校']",0,,,False,False,重庆市,重庆市,工科院校,29.344528642059704,106.25754959948655
青岛恒星科技学院,,"['青岛市', '山东省教育厅', '综合院校']",0,,,False,False,山东省,青岛市,综合院校,36.18061490837596,120.49639702482033
四川大学锦江学院,,"['眉山市', '四川省教育厅', '综合院校']",0,,,False,False,四川省,眉山市,综合院校,30.661904490317255,104.08956175659785
西安航空学院,,"['西安市', '陕西省教育厅', '工科院校']",0,,,False,False,陕西省,西安市,工科院校,34.26868505570748,108.89921000961925
山西职业技术学院,,"['太原市', '山西省教育厅', '工科院校']",0,,,False,False,山西省,太原市,工科院校,37.80178873464957,112.58997832621516
信阳职业技术学院,,"['信阳市', '河南省教育厅', '师范院校']",0,,,False,False,河南省,信阳市,师范院校,32.16919419915939,114.14135966737447
山东体育学院,,"['济南市', '山东省教育厅', '体育院校']",0,,,False,False,山东省,济南市,体育院校,36.690443856460114,117.19884739266801
浙江水利水电学院,,"['杭州市', '浙江省教育厅', '工科院校']",0,,,False,False,浙江省,杭州市,工科院校,30.188062675913905,121.14878143025066
四川交通职业技术学院,,"['成都市', '四川省教育厅', '工科院校']",0,,,False,False,四川省,成都市,工科院校,30.608293840569402,103.93717563531006
江南影视艺术职业学院,,"['无锡市', '江苏省教育厅', '艺术院校']",0,,,False,False,江苏省,无锡市,艺术院校,22.78704575358756,108.27949435764451
山西煤炭职业技术学院,,"['太原市', '山西省教育厅', '工科院校']",0,,,False,False,山西省,太原市,工科院校,36.51318556008918,118.5991800097828
嵩山少林武术职业学院,,"['郑州市', '河南省教育厅', '体育院校']",0,,,False,False,河南省,郑州市,体育院校,34.433427976591474,113.04127003645394
西安理工大学高科学院,,"['西安市', '陕西省教育厅', '工科院校']",0,,,False,False,陕西省,西安市,工科院校,34.25959964913155,108.99975312331517
通化师范学院,,"['通化市', '吉林省教育厅', '师范院校']",0,,,False,False,吉林省,通化市,师范院校,41.75280773879262,125.99482794456975
山东艺术学院,,"['济南市', '山东省教育厅', '艺术院校']",0,,,False,False,山东省,济南市,艺术院校,36.66210994179208,117.05321095932109
四川工商职业技术学院,,"['成都市', '四川省教育厅', '工科院校']",0,,,False,False,四川省,成都市,工科院校,30.608293840569402,103.93717563531006
山西金融职业学院,,"['太原市', '山西省教育厅', '财经院校']",0,,,False,False,山西省,太原市,财经院校,37.96028145130335,112.53636664490472
郑州工业安全职业学院,,"['郑州市', '河南省教育厅', '工科院校']",0,,,False,False,河南省,郑州市,工科院校,34.537571968182725,113.68963703998256
西安科技大学高新学院,,"['西安市', '陕西省教育厅', '工科院校']",0,,,False,False,陕西省,西安市,工科院校,34.23291403164528,108.98486200270683
浙江警察学院,,"['杭州市', '浙江省教育厅', '政法院校']",0,,,False,False,浙江省,杭州市,政法院校,30.177222987456712,120.15724142020595
四川工程职业技术学院,,"['德阳市', '四川省教育厅', '工科院校']",0,,,False,False,四川省,德阳市,工科院校,31.09851987969534,104.39781699912724
浙江工业大学之江学院,,"['杭州市', '浙江省教育厅', '工科院校']",0,,,False,False,浙江省,杭州市,工科院校,30.09938065096333,120.48826493453015
